Country Name,Country Code,Series Name,Series Code,1998 [YR1998],1999 [YR1999],2000 [YR2000],2001 [YR2001],2002 [YR2002],2003 [YR2003],2004 [YR2004],2005 [YR2005],2006 [YR2006],2007 [YR2007],2008 [YR2008],2009 [YR2009],2010 [YR2010],2011 [YR2011],2012 [YR2012],2013 [YR2013],2014 [YR2014],2015 [YR2015]
Nicaragua,NIC,"GNI per capita, PPP (current international $)",NY.GNP.PCAP.PP.CD,2360,2520,2650,2730,2770,2870,3070,3300,3440,3700,3850,3710,3830,4110,4350,4570,4830,5060
Niger,NER,"GNI per capita, PPP (current international $)",NY.GNP.PCAP.PP.CD,630,620,600,630,640,660,660,680,720,740,790,760,800,800,870,890,930,950
Nigeria,NGA,"GNI per capita, PPP (current international $)",NY.GNP.PCAP.PP.CD,1960,..,1950,2120,2160,2340,3140,3240,3870,3960,4170,4320,4750,4940,5150,5360,5740,5810
Northern Mariana Islands,MNP,"GNI per capita, PPP (current international $)",NY.GNP.PCAP.PP.CD,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Norway,NOR,"GNI per capita, PPP (current international $)",NY.GNP.PCAP.PP.CD,27850,30300,36440,37910,38070,38770,42600,48300,54150,55670,61400,55770,58620,62640,65920,67730,68130,65210
Oman,OMN,"GNI per capita, PPP (current international $)",NY.GNP.PCAP.PP.CD,31070,31520,33930,35810,34580,34270,35100,35550,35210,40650,42870,43320,43090,39900,40310,39530,37550,38650
Pakistan,PAK,"GNI per capita, PPP (current international $)",NY.GNP.PCAP.PP.CD,2570,2640,2740,2800,2920,3140,3370,3660,3920,4120,4200,4290,4370,4520,4690,4870,5110,5320
Palau,PLW,"GNI per capita, PPP (current international $)",NY.GNP.PCAP.PP.CD,11560,11330,10100,10670,11350,10940,12110,12550,12500,12700,12100,11230,11690,12360,12970,12630,13340,14730
Panama,PAN,"GNI per capita, PPP (current international $)",NY.GNP.PCAP.PP.CD,7540,7700,8060,8090,8520,8620,9210,9970,10980,12460,13520,13390,13720,15830,17470,18600,19820,20460
Papua New Guinea,PNG,"GNI per capita, PPP (current international $)",NY.GNP.PCAP.PP.CD,1400,1390,1380,1350,1340,1300,1370,1510,1490,1780,1890,1930,1990,2240,2410,2540,2800,..
Paraguay,PRY,"GNI per capita, PPP (current international $)",NY.GNP.PCAP.PP.CD,4610,4510,4170,4220,4330,4130,4410,4590,5080,5740,6220,5850,6640,7120,6940,8020,8510,8680
Peru,PER,"GNI per capita, PPP (current international $)",NY.GNP.PCAP.PP.CD,4750,4820,4980,5130,5400,5680,5890,6210,6710,7520,8340,8450,9040,9670,10450,11250,11650,12060
Philippines,PHL,"GNI per capita, PPP (current international $)",NY.GNP.PCAP.PP.CD,3580,3650,3930,4080,4220,4570,4940,5370,5710,6140,6490,6830,7360,6890,7420,8000,8480,8940
Poland,POL,"GNI per capita, PPP (current international $)",NY.GNP.PCAP.PP.CD,9340,9880,10600,11090,11740,12140,12930,13650,14830,16220,17990,18690,20330,22020,22940,23910,24780,25870
Portugal,PRT,"GNI per capita, PPP (current international $)",NY.GNP.PCAP.PP.CD,16590,17630,18510,19190,20010,20580,21170,22390,23890,24880,25590,25530,26440,26260,25810,27550,28340,29010
Puerto Rico,PRI,"GNI per capita, PPP (current international $)",NY.GNP.PCAP.PP.CD,15660,16460,17280,18690,18890,19650,20730,21830,22710,23170,23060,22490,22060,22390,23290,24020,..,..
Qatar,QAT,"GNI per capita, PPP (current international $)",NY.GNP.PCAP.PP.CD,..,..,..,..,..,..,96740,88060,105250,106970,108300,102380,110810,122030,124890,128840,132900,138480
Romania,ROU,"GNI per capita, PPP (current international $)",NY.GNP.PCAP.PP.CD,5510,5560,5830,6550,7110,7640,8760,9440,11310,13000,15880,15760,16920,17800,18660,19450,20530,21610
Russian Federation,RUS,"GNI per capita, PPP (current international $)",NY.GNP.PCAP.PP.CD,5220,5680,6650,7270,7880,8970,10010,11540,14480,16280,19600,18760,19860,23360,24520,23300,24260,23770
Rwanda,RWA,"GNI per capita, PPP (current international $)",NY.GNP.PCAP.PP.CD,590,600,630,670,750,760,830,900,990,1070,1170,1220,1290,1380,1490,1540,1640,1720
Samoa,WSM,"GNI per capita, PPP (current international $)",NY.GNP.PCAP.PP.CD,3060,3160,3430,3750,3940,4010,4380,4500,4630,5040,5130,4970,5140,5470,5490,5460,5630,5740
San Marino,SMR,"GNI per capita, PPP (current international $)",NY.GNP.PCAP.PP.CD,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Sao Tome and Principe,STP,"GNI per capita, PPP (current international $)",NY.GNP.PCAP.PP.CD,..,..,..,1580,1610,1740,1810,1970,2270,2370,2480,2500,2640,2750,2810,2980,3190,3250
Saudi Arabia,SAU,"GNI per capita, PPP (current international $)",NY.GNP.PCAP.PP.CD,27830,27320,28080,27920,27610,29280,32260,35170,37430,39410,42590,42740,43930,48160,50470,51590,53410,54840
Senegal,SEN,"GNI per capita, PPP (current international $)",NY.GNP.PCAP.PP.CD,1380,1450,1490,1550,1540,1640,1740,1840,1900,2000,2070,2050,2110,2120,2180,2200,2290,2380
Serbia,SRB,"GNI per capita, PPP (current international $)",NY.GNP.PCAP.PP.CD,5760,5140,5720,6150,6770,7150,8000,8600,9490,10260,11590,11650,11830,12670,12660,13200,13250,13420
Seychelles,SYC,"GNI per capita, PPP (current international $)",NY.GNP.PCAP.PP.CD,13530,13650,13870,14200,13140,13270,14320,16030,17690,18380,17630,17880,18840,20990,22930,24350,24950,25670
Sierra Leone,SLE,"GNI per capita, PPP (current international $)",NY.GNP.PCAP.PP.CD,740,740,790,720,890,950,980,1020,1070,1240,1340,1390,1350,1370,1650,1910,1950,1560
Singapore,SGP,"GNI per capita, PPP (current international $)",NY.GNP.PCAP.PP.CD,35510,37810,40680,39940,41130,44160,47270,51460,57800,62360,60500,58720,70160,73280,74720,78320,79660,81360
Sint Maarten (Dutch part),SXM,"GNI per capita, PPP (current international $)",NY.GNP.PCAP.PP.CD,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Slovak Republic,SVK,"GNI per capita, PPP (current international $)",NY.GNP.PCAP.PP.CD,10610,10640,11290,12400,13240,13430,14590,16160,18310,20530,23250,22930,24450,24900,26140,27660,28530,29440
Slovenia,SVN,"GNI per capita, PPP (current international $)",NY.GNP.PCAP.PP.CD,16080,17140,18070,19060,20210,20980,22560,23800,25550,27050,28940,27140,27530,28580,28640,29400,30990,31260
Solomon Islands,SLB,"GNI per capita, PPP (current international $)",NY.GNP.PCAP.PP.CD,1610,1590,1370,1260,1200,1280,1360,1430,1550,1540,1490,1200,1300,1500,1870,2100,2040,2190
Somalia,SOM,"GNI per capita, PPP (current international $)",NY.GNP.PCAP.PP.CD,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
South Africa,ZAF,"GNI per capita, PPP (current international $)",NY.GNP.PCAP.PP.CD,7000,7160,7520,7770,8140,8420,9010,9660,10380,10920,11350,11210,11530,11930,12220,12520,12750,12870
South Sudan,SSD,"GNI per capita, PPP (current international $)",NY.GNP.PCAP.PP.CD,..,..,..,..,..,..,..,..,..,..,2530,2640,2610,2230,1740,1850,1810,1630
Spain,ESP,"GNI per capita, PPP (current international $)",NY.GNP.PCAP.PP.CD,18850,19790,21440,22720,24090,24850,25960,27300,30300,31800,32570,31830,31540,31510,31760,32460,33580,34700
Sri Lanka,LKA,"GNI per capita, PPP (current international $)",NY.GNP.PCAP.PP.CD,3840,4030,4340,4340,4560,4920,5290,5740,6310,6890,7290,7640,8300,9120,9980,10350,10960,11500
St. Kitts and Nevis,KNA,"GNI per capita, PPP (current international $)",NY.GNP.PCAP.PP.CD,12800,13220,14030,14790,14990,14420,15550,17520,19140,19470,20840,20100,19760,20450,20590,22280,23460,24370
St. Lucia,LCA,"GNI per capita, PPP (current international $)",NY.GNP.PCAP.PP.CD,6800,7010,7420,7220,7370,7690,8330,8440,9550,9550,9980,10110,10000,10300,10140,10320,10480,10780
St. Martin (French part),MAF,"GNI per capita, PPP (current international $)",NY.GNP.PCAP.PP.CD,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
St. Vincent and the Grenadines,VCT,"GNI per capita, PPP (current international $)",NY.GNP.PCAP.PP.CD,5320,5470,5700,5990,6450,6990,7410,7850,8810,9340,9750,9740,9540,9680,10140,10490,10850,11090
Sudan,SDN,"GNI per capita, PPP (current international $)",NY.GNP.PCAP.PP.CD,1590,1600,1670,1750,1840,1940,2010,2180,2430,2680,2870,2880,2930,3340,3650,2580,3820,3990
Suriname,SUR,"GNI per capita, PPP (current international $)",NY.GNP.PCAP.PP.CD,7520,7070,7600,6240,7720,8290,9100,10370,11490,12520,13240,13520,13880,14220,15110,15860,16500,16610
Swaziland,SWZ,"GNI per capita, PPP (current international $)",NY.GNP.PCAP.PP.CD,4670,4890,4840,5220,5110,5300,5700,6480,6580,6980,7210,7190,7070,7220,7410,7620,8100,8260
Sweden,SWE,"GNI per capita, PPP (current international $)",NY.GNP.PCAP.PP.CD,25310,27090,29260,29710,30650,32000,33740,34430,38330,42000,43550,40710,42890,45060,46180,46950,47270,48700
Switzerland,CHE,"GNI per capita, PPP (current international $)",NY.GNP.PCAP.PP.CD,34510,35750,38050,38330,38730,40140,41620,43910,48380,49840,48960,52690,56140,56460,58880,61240,61860,63990
Syrian Arab Republic,SYR,"GNI per capita, PPP (current international $)",NY.GNP.PCAP.PP.CD,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Tajikistan,TJK,"GNI per capita, PPP (current international $)",NY.GNP.PCAP.PP.CD,810,840,900,990,1100,1200,1370,1480,1590,1750,1910,1940,2570,2860,3050,3350,3390,3460
Tanzania,TZA,"GNI per capita, PPP (current international $)",NY.GNP.PCAP.PP.CD,1070,1120,1170,1210,1310,1380,1480,1600,1710,1820,1910,1960,2050,2190,2260,2400,2520,2630
Thailand,THA,"GNI per capita, PPP (current international $)",NY.GNP.PCAP.PP.CD,6340,6710,7170,7440,7870,8460,9130,9740,10570,11450,11880,11840,12720,13350,14220,14480,14990,15520
Timor-Leste,TLS,"GNI per capita, PPP (current international $)",NY.GNP.PCAP.PP.CD,..,..,1820,1900,2110,1730,1710,2100,3230,4580,7210,5350,6660,8270,8660,7840,5880,4550
Togo,TGO,"GNI per capita, PPP (current international $)",NY.GNP.PCAP.PP.CD,1020,1020,1010,990,980,1020,1040,1050,1100,1130,1020,1040,1050,1070,1110,1130,1270,1330
Tonga,TON,"GNI per capita, PPP (current international $)",NY.GNP.PCAP.PP.CD,3450,3530,3640,3830,4010,4130,4230,4440,4530,4490,4670,4730,5050,5270,5370,5260,5370,5590
Trinidad and Tobago,TTO,"GNI per capita, PPP (current international $)",NY.GNP.PCAP.PP.CD,11400,12460,13400,14480,15930,18370,20930,22420,25940,27940,29340,27870,29140,27260,27630,30200,30190,32180
Tunisia,TUN,"GNI per capita, PPP (current international $)",NY.GNP.PCAP.PP.CD,5100,5440,5740,6060,6180,6570,7100,7440,8040,8650,9050,9390,9750,9610,10110,10450,10930,11100
Turkey,TUR,"GNI per capita, PPP (current international $)",NY.GNP.PCAP.PP.CD,8760,8430,9210,8810,8920,9160,10380,11330,12960,14090,15200,14610,16390,18100,18410,19030,19450,19740
Turkmenistan,TKM,"GNI per capita, PPP (current international $)",NY.GNP.PCAP.PP.CD,3450,3970,3980,4340,4380,4640,4940,5390,6360,7170,8070,8440,9000,10260,11490,12850,14360,15760
Turks and Caicos Islands,TCA,"GNI per capita, PPP (current international $)",NY.GNP.PCAP.PP.CD,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Tuvalu,TUV,"GNI per capita, PPP (current international $)",NY.GNP.PCAP.PP.CD,..,..,..,4750,5890,4130,4590,4570,4620,5420,5430,5620,5050,5120,4400,5530,5060,6690
Uganda,UGA,"GNI per capita, PPP (current international $)",NY.GNP.PCAP.PP.CD,780,830,840,860,930,980,1030,1090,1210,1310,1410,1460,1520,1640,1670,1700,1760,1820
Ukraine,UKR,"GNI per capita, PPP (current international $)",NY.GNP.PCAP.PP.CD,3330,3380,3690,4210,4560,5150,5970,6380,7070,7890,8320,7090,7550,8090,8330,8480,8580,7840
United Arab Emirates,ARE,"GNI per capita, PPP (current international $)",NY.GNP.PCAP.PP.CD,..,..,..,87630,83060,85530,88260,85690,84520,77880,69960,59850,56230,57610,61160,64670,67330,70020
United Kingdom,GBR,"GNI per capita, PPP (current international $)",NY.GNP.PCAP.PP.CD,23350,23960,26210,27630,29090,30400,32190,33040,34720,35530,36190,34520,36200,36900,37430,38820,40210,41230
United States,USA,"GNI per capita, PPP (current international $)",NY.GNP.PCAP.PP.CD,33230,34850,36930,37860,38590,39960,42260,44740,47390,48420,48640,47250,48880,50700,52840,53960,56130,57540
Uruguay,URY,"GNI per capita, PPP (current international $)",NY.GNP.PCAP.PP.CD,10220,10190,10180,9990,9440,9260,9970,11220,12100,13200,14270,14890,16110,17300,18250,19300,20150,20400
Uzbekistan,UZB,"GNI per capita, PPP (current international $)",NY.GNP.PCAP.PP.CD,1800,1880,1950,2050,2150,2260,2490,2730,2970,3460,3840,3990,4280,4640,4990,5460,5880,6200
Vanuatu,VUT,"GNI per capita, PPP (current international $)",NY.GNP.PCAP.PP.CD,2040,2070,2130,2130,1940,2000,2080,2170,2420,2530,2830,2790,2780,2830,2770,2970,3050,..
"Venezuela, RB",VEN,"GNI per capita, PPP (current international $)",NY.GNP.PCAP.PP.CD,11400,10820,11290,11670,10460,9680,11510,13120,14750,16480,17230,16350,15970,16620,17550,17730,17310,..
Vietnam,VNM,"GNI per capita, PPP (current international $)",NY.GNP.PCAP.PP.CD,1830,1920,2070,2220,2370,2550,2780,3050,3310,3580,3810,3950,4230,4510,4800,5070,5390,5720
Virgin Islands (U.S.),VIR,"GNI per capita, PPP (current international $)",NY.GNP.PCAP.PP.CD,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
West Bank and Gaza,PSE,"GNI per capita, PPP (current international $)",NY.GNP.PCAP.PP.CD,3740,4360,3720,3350,3220,3500,3780,4300,4180,4160,3770,4350,4350,4670,5310,5090,5080,..
"Yemen, Rep.",YEM,"GNI per capita, PPP (current international $)",NY.GNP.PCAP.PP.CD,2700,2670,2860,2980,3030,3080,3170,3350,3590,3710,3780,3950,4130,3540,3700,3830,3740,2720
Zambia,ZMB,"GNI per capita, PPP (current international $)",NY.GNP.PCAP.PP.CD,1450,1530,1590,1670,1740,1860,1920,2040,2170,2300,2550,2870,2980,3180,3510,3580,3670,3640
Zimbabwe,ZWE,"GNI per capita, PPP (current international $)",NY.GNP.PCAP.PP.CD,1920,1930,1890,1960,1810,1530,1450,1400,1370,1320,1050,1190,1280,1400,1550,1610,1660,1710
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
Data from database: World Development Indicators,,,,,,,,,,,,,,,,,,,,,
Last Updated: 04/17/2017,,,,,,,,,,,,,,,,,,,,,
